title,abstract,SourceUrl,files
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9781848164123_bmatter,[]
"Miscellaneous Studies on Materials Related to 1,1'-Binaphthyls",,https://www.worldscientific.com/doi/abs/10.1142/9781848164123_0006,[]
"Enantioselective Fluorescent Sensors Based on 1,1'-Binaphthyl-Derived Dendrimers, Small Molecules and Macrocycles",,https://www.worldscientific.com/doi/abs/10.1142/9781848164123_0005,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789813209107_bmatter,[]
Chapter 9: Implementation,,https://www.worldscientific.com/doi/abs/10.1142/9789813209107_0010,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789814632423_bmatter,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789812812360_bmatter,[]
FIELD THEORIES ON CANONICAL AND LIE-ALGEBRA NONCOMMUTATIVE SPACETIMES,,https://www.worldscientific.com/doi/abs/10.1142/9789812791368_0027,[]
POLYAKOV CONJECTURE AND 2+1 DIMENSIONAL GRAVITY,,https://www.worldscientific.com/doi/abs/10.1142/9789812791368_0026,[]
FRONT MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789813140257_fmatter,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789814678308_bmatter,[]
Appendix: From the “Golden” Geometry to the Multiverse,,https://www.worldscientific.com/doi/abs/10.1142/9789814678308_0006,[]
String Theory and M-Theory,,https://www.worldscientific.com/doi/abs/10.1142/9789814425810_0019,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_bmatter,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_bmatter,[]
The Next 100 Years,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0020,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0019,[]
DeWitt's Wave Function of the Universe,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0018,[]
Hartle's Interpretation,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0017,[]
Feynman Path Integral,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0016,[]
"Bohm and Bell, Clauser and Aspect",,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0015,[]
"Einstein, Podolsky, and Rosen",,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0014,[]
Insights into the Self-assembly of Two Diamine Derivatives Low Molecular Mass Organogelators in Quasi-solid-state Electrolytes,,https://www.worldscientific.com/doi/abs/10.1142/9789813141612_0087,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789814696029_bmatter,[]
THE EVOLUTION OF QSOS,,https://www.worldscientific.com/doi/abs/10.1142/9789812811318_0008,[]
MASSIVE STARS IN ACTIVE GALACTIC NUCLEI,,https://www.worldscientific.com/doi/abs/10.1142/9789812811318_0007,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789813277984_bmatter,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789813207301_bmatter,[]
BI-DIRECTIONAL SCALABLE SOLID-STATE CIRCUIT BREAKERS FOR HYBRID-ELECTRIC VEHICLES,,https://www.worldscientific.com/doi/abs/10.1142/9789814287876_0022,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789814287876_0021,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789813140622_bmatter,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789814460385_bmatter,[]
Chapter 11: Spanning and Capital Market Theories,,https://www.worldscientific.com/doi/abs/10.1142/9789814460385_0011,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789814390484_bmatter,[]
BACK MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_bmatter,[]
HOT CARRIER EFFECTS WITHIN MACROSCOPIC TRANSPORT MODELS,,https://www.worldscientific.com/doi/abs/10.1142/9789812705280_0007,[]
CARBON NANOTUBES AS A PERFECTLY CONDUCTING CYLINDER,,https://www.worldscientific.com/doi/abs/10.1142/9789812705280_0006,[]
HYDRODYNAMIC MODELING OF RF NOISE FOR SILICON-BASED DEVICES,,https://www.worldscientific.com/doi/abs/10.1142/9789812705280_0005,[]
SELF-CONSISTENT MODELING OF MOSFET QUANTUM EFFECTS BY SOLVING THE SCHRÖDINGER AND BOLTZMANN SYSTEM OF EQUATIONS,,https://www.worldscientific.com/doi/abs/10.1142/9789812705280_0004,[]
Advanced Database Systems for Integration of Media and User Environments '98,,https://www.worldscientific.com/doi/abs/10.1142/9789814528719,[]
EFFECTIVE POTENTIALS AND QUANTUM FLUID MODELS: A THERMODYNAMIC APPROACH,,https://www.worldscientific.com/doi/abs/10.1142/9789812705280_0003,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812705280_0002,[]
MODELING ELECTRON TRANSPORT IN MOSFET DEVICES: EVOLUTION AND STATE OF THE ART,,https://www.worldscientific.com/doi/abs/10.1142/9789812705280_0001,[]
CONCLUSION,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0018,[]
PLASMA EQUATIONS,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0017,[]
WAVE EXTINCTION IN A DIELECTRIC,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0016,[]
THE GREEN FORMULATION,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0015,[]
RADIATION OF EXTENDED SOURCES,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0014,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0013,[]
ANALYSIS OF THE ELECTROMAGNETIC FIELD,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0012,[]
THE LIÉNARD-WIECHERT POTENTIAL,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0011,[]
AMPÈRE AND LORENTZ FORCES,,https://www.worldscientific.com/doi/abs/10.1142/9789812795229_0010,[]
