MissionName,Url,AddTime,Statu
db01181705,https://www.worldscientific.com/action/showPublications,2019-01-18 17:07:56,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/7774,2019-01-18 17:08:01,failure
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/10051?cookieSet=1,2019-01-18 17:08:20,failure
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/p649,2019-01-18 17:08:23,success
db01181705,https://www.worldscientific.com/series/100ygr?cookieSet=1,2019-01-18 17:08:31,failure
db01181705,https://www.worldscientific.com/action/showPublications?pageSize=20&startPage=0&,2019-01-18 17:08:38,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/3965,2019-01-18 17:08:39,failure
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/6815,2019-01-18 17:08:42,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/1598,2019-01-18 17:08:44,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/5040,2019-01-18 17:08:44,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/10423,2019-01-18 17:08:45,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/4794,2019-01-18 17:08:48,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/8605,2019-01-18 17:08:49,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/4426,2019-01-18 17:08:49,failure
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/5876,2019-01-18 17:08:49,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/t005,2019-01-18 17:08:51,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/5829,2019-01-18 17:08:52,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/p649,2019-01-18 17:08:53,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/7206,2019-01-18 17:08:55,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/7750,2019-01-18 17:08:56,success
db01181705,https://www.worldscientific.com/action/showPublications?startPage=6&pageSize=20,2019-01-18 17:08:59,success
db01181705,https://www.worldscientific.com/action/showPublications?startPage=5&pageSize=20,2019-01-18 17:09:00,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/6662,2019-01-18 17:09:00,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/1598,2019-01-18 17:09:06,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/5040,2019-01-18 17:09:06,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/6815,2019-01-18 17:09:07,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/10423,2019-01-18 17:09:07,success
db01181705,https://www.worldscientific.com/action/showPublications?startPage=4&pageSize=20,2019-01-18 17:09:07,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/8605,2019-01-18 17:09:08,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/4794,2019-01-18 17:09:10,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/5876,2019-01-18 17:09:10,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/t005,2019-01-18 17:09:12,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/5829,2019-01-18 17:09:12,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9781848164123_bmatter,2019-01-18 17:09:14,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/7206,2019-01-18 17:09:15,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/7750,2019-01-18 17:09:15,failure
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/9603,2019-01-18 17:09:18,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/3338,2019-01-18 17:09:20,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/6662,2019-01-18 17:09:22,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/5499,2019-01-18 17:09:22,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789813209107_fmatter,2019-01-18 17:09:24,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812812360_bmatter,2019-01-18 17:09:25,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812812360_0008,2019-01-18 17:09:26,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812812360_0007,2019-01-18 17:09:27,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812812360_0006,2019-01-18 17:09:28,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789814425810_0019,2019-01-18 17:09:29,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812799760_fmatter,2019-01-18 17:09:30,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_bmatter,2019-01-18 17:09:33,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0017,2019-01-18 17:09:33,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_bmatter,2019-01-18 17:09:34,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0010,2019-01-18 17:09:35,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812839404_0001,2019-01-18 17:09:37,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812839404_fmatter,2019-01-18 17:09:38,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789814678308_bmatter,2019-01-18 17:09:38,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_fmatter,2019-01-18 17:09:40,failure
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/3338,2019-01-18 17:09:40,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_bmatter,2019-01-18 17:09:42,success
db01181705,https://www.worldscientific.com/worldscibooks/10.1142/5499,2019-01-18 17:09:44,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0100,2019-01-18 17:09:45,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0099,2019-01-18 17:09:48,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0098,2019-01-18 17:09:50,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0097,2019-01-18 17:09:51,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0096,2019-01-18 17:09:52,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0095,2019-01-18 17:09:53,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0094,2019-01-18 17:09:55,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0093,2019-01-18 17:09:56,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0092,2019-01-18 17:09:58,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0091,2019-01-18 17:10:00,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0090,2019-01-18 17:10:01,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0089,2019-01-18 17:10:02,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0088,2019-01-18 17:10:03,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0087,2019-01-18 17:10:04,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_bmatter,2019-01-18 17:10:05,failure
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0009,2019-01-18 17:10:07,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0023,2019-01-18 17:10:08,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0022,2019-01-18 17:10:09,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0021,2019-01-18 17:10:11,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0020,2019-01-18 17:10:12,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0019,2019-01-18 17:10:13,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0018,2019-01-18 17:10:14,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0017,2019-01-18 17:10:15,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0016,2019-01-18 17:10:17,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0015,2019-01-18 17:10:18,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0014,2019-01-18 17:10:19,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0013,2019-01-18 17:10:21,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0012,2019-01-18 17:10:22,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0011,2019-01-18 17:10:23,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0010,2019-01-18 17:10:24,failure
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0009,2019-01-18 17:10:26,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0008,2019-01-18 17:10:27,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0007,2019-01-18 17:10:28,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0006,2019-01-18 17:10:29,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0005,2019-01-18 17:10:31,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0004,2019-01-18 17:10:32,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0003,2019-01-18 17:10:33,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0002,2019-01-18 17:10:35,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_0001,2019-01-18 17:10:35,failure
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812702807_fmatter,2019-01-18 17:10:38,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0008,2019-01-18 17:10:39,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0007,2019-01-18 17:10:40,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0006,2019-01-18 17:10:41,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0005,2019-01-18 17:10:42,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0004,2019-01-18 17:10:44,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0003,2019-01-18 17:10:45,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0002,2019-01-18 17:10:46,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_0001,2019-01-18 17:10:47,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812791399_fmatter,2019-01-18 17:10:48,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0086,2019-01-18 17:10:49,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0085,2019-01-18 17:10:49,failure
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0084,2019-01-18 17:10:51,success
db01181705,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0083,2019-01-18 17:10:52,success
