title,abstract,SourceUrl,files
"
            Perspective: Preservation of coherence in photophysical processes
                ","Coherence is one of the most important phenomena in ultrafast sciences. We give our perspective on the terminology, observation, and preservation of coherence in photophysical processes with some glimpses to the past and some looking-head to what may pave the way for scaling one of the last bastions in ultrafast science, namely, that of mode specific chemistry where it will be possible to break any specific bond by tailoring the pulse, an accomplishment that obviously would be the dream of any chemist.",https://aca.scitation.org/doi/abs/10.1063/1.5079265,[]
"
            Experimental study on laser-driven electron collimation along wire targets
                ",We present an experimental study of electron collimation triggered by an ∼1 × 10,https://aip.scitation.org/doi/abs/10.1063/1.5045270,[]
"
            Efficiency signal conversion parameter to evaluate astigmatic femtosecond-optical parametric oscillator cavities
                ","In this work, we define the efficiency signal conversion numerical parameter, ",https://aip.scitation.org/doi/abs/10.1063/1.5041966,[]
"
            Tensile strength/yield strength (TS/YS) ratios of high-strength steel (HSS) reinforcing bars
                ","The building codes such as American Concrete Institute (ACI) 318M-14 and Standard National Indonesia (SNI) 2847:2013 require that the ratio of tensile strength (TS) and yield strength (YS) should not less than 1.25. The requirement is based on the assumption that a capability of a structural member to develop inelastic rotation capacity is a function of the length of the yield region. This paper reports an investigation on various steel grades, namely Grades 420, 550, 650, and 700 MPa, to examine the impact of different TS/YS ratios if it is less or greater than the required value. Grades 550, 650, and 700 MPa were purposely selected with the intention to examine if these higher grades are still promising to be implemented in special structural systems since they are prohibited by the building codes for longitudinal reinforcement, whereas Grade 420 MPa bars are the maximum limit of yield strength of reinforcing bars that is allowable for longitudinal reinforcement of special structural systems. Tensile tests of these steel samples were conducted under displacement controlled mode to capture the complete stress-strain curves and particularly the post-yield response of the steel bars. From the study, it can be concluded that Grade 420 performed higher TS/YS ratios and they were able to reach up to more than 1.25. However, the High Strength Still (HSS) bars (Grades 550, 600, and 700 MPa) resulted in lower TS/YS ratios (less than 1.25) compared with those of Grade 420 MPa.",https://aip.scitation.org/doi/abs/10.1063/1.5038318,[]
"
            Surface tractions on an ellipsoid in Stokes flow: Quadratic ambient fields
                ","The surface tractions on an ellipsoid undergoing rigid body motion in an ambient Stokes flow field are known to be surprisingly simple—essentially of the same form as the boundary condition for the disturbance velocity multiplied by the dot product of the position vector at the ellipsoid surface and the outward surface normal at that point. The direct derivation of these remarkable classical results via the Newtonian constitutive equation is straightforward but requires many pages of algebra. More recently, a more satisfying explanation of this result was derived by proving that the Stokes flow double layer operator acting on the surface of an ellipsoid is self-adjoint for a particular weighted metric space (discussed in this work). In the present paper, this result, which the authors call the weighted ellipsoidal metric space theorem, is exploited to derive simple forms for the surface tractions on a force-free ellipsoid in a quadratic ambient field. After even more pages of algebra than encountered for the classical flows, the tractions reduce to a simple form: the weighting function times a quadratic in the position vector (without the guidance of the general theory, the initial expressions for the traction would have taken several columns or pages of this journal). The nature of the derivation along with the corresponding analysis of the eigensystem of the double layer operator suggests that for the general polynomial ambient field, the surface traction is a polynomial in the position vector of the same degree, multiplied by the weighting function.",https://aip.scitation.org/doi/abs/10.1063/1.5054698,[]
"
            Erratum: “Fundamental Equation of State for Deuterium” [J. Phys. Chem. Ref. Data 43, 013103 (2014)]
                ",,https://aip.scitation.org/doi/abs/10.1063/1.5016519,[]
"
            Integral Cross Sections for Electron–Magnesium Scattering Over a Broad Energy Range (0–5000 eV)
                ","We report the results from the application of our optical potential and relativistic optical potential (ROP) methods to electron–magnesium scattering. The energy range of this study was 0–5000 eV, with the results for the integral elastic cross sections, summed discrete electronic-state excitation integral cross sections, momentum transfer cross sections, and total ionisation cross sections being reported. Where possible, we compare the present results to the available experimental data and to the earlier results from close coupling and R-matrix type computations. Typically, a quite fair level of accord is found between our ROP calculations and the earlier theoretical and experimental cross sections. Additionally, from the assembled database, we provide for the modeling community some recommended cross section sets for use in their simulations, in which magnesium is a constituent. Electron transport coefficients are subsequently calculated for reduced electric fields ranging from 0.1 to 1000 Td using a multi-term solution of Boltzmann’s equation. Substantial differences in the transport coefficients between the ROP calculations and the recommended cross sections are observed over the range of fields considered, clearly illustrating the importance of the veracity of the database in the simulations.",https://aip.scitation.org/doi/abs/10.1063/1.5081132,[]
"
            Reference Correlation for the Thermal Conductivity of Ammonia from the Triple-Point Temperature to 680 K and Pressures up to 80 MPa
                ","This paper presents a new wide-ranging correlation for the thermal conductivity of ammonia based on critically evaluated experimental data. The correlation is designed to be used with a recently published equation of state that is valid from the triple-point temperature to 680 K and pressures up to 80 MPa. We estimate the uncertainty at a 95% confidence level to be 6.8% over the aforementioned range, with the exception of the dilute-gas range where the uncertainty is 4% over the temperature range 285 K–575 K. The uncertainties will be larger outside of the validated range and also in the critical region.",https://aip.scitation.org/doi/abs/10.1063/1.5053087,[]
"
            Composable Parallel Patterns with Intel Cilk Plus
                ",Intel Cilk Plus extends C and C++ to enable writing composable deterministic parallel software that can exploit both the thread and vector parallelism commonly available in modern hardware.,https://aip.scitation.org/doi/abs/10.1109/MCSE.2013.21,[]
"
            The use of strain to tailor electronic thermoelectric transport properties: A first principles study of 2H-phase CuAlO","Using first principles calculations, the use of strain to adjust electronic transport and the resultant thermoelectric (TE) properties are discussed using 2H phase CuAlO",https://aip.scitation.org/doi/abs/10.1063/1.5058275,[]
